name,first_error_token_index,tokens_to_error,passed,first_response_median_ms,detection_median_ms,process_total_min_ms,process_total_median_ms,process_total_p95_ms,process_total_max_ms
err_undefined,374,375,True,8.139,46.066,46.991,47.941,49.205,49.205
err_assign_let,425,426,True,8.141,54.728,55.038,56.868,57.905,57.905
err_arity,374,375,True,8.036,44.579,45.944,46.034,49.924,49.924
err_if_not_bool,306,307,True,8.13,37.993,38.986,39.958,40.967,40.967
err_break,356,357,True,8.002,44.613,45.973,46.896,48.905,48.905
err_type_mismatch,346,347,True,8.091,43.741,44.993,45.896,47.963,47.963
err_continue_outside_loop,347,348,True,8.139,45.948,47.75,47.956,49.911,49.911
err_return_type_mismatch,18,19,True,8.111,9.466,10.985,11.007,11.095,11.095
err_duplicate_var,54,55,True,8.077,10.97,12.866,12.932,13.783,13.783
err_arraylist_toarray_assign,309,310,True,8.166,40.802,41.923,42.919,45.801,45.801
err_unary_minus_non_numeric,293,294,True,8.101,38.772,39.945,40.967,43.012,43.012
err_eq_incomparable,296,297,True,8.044,35.838,36.927,37.915,39.987,39.987
err_rel_mixed_numeric,281,282,True,8.055,33.071,34.883,34.953,35.184,35.184
err_mod_non_int64,272,273,True,8.098,31.36,32.955,32.985,34.984,34.984
err_range_non_int,285,286,True,8.156,33.721,34.984,35.914,36.928,36.928
err_for_not_iterable,279,280,True,8.061,32.078,33.072,33.959,33.997,33.997
err_for_pattern_map_bad,308,309,True,8.076,37.688,38.963,39.858,40.193,40.193
err_array_index_not_int64,367,368,True,8.097,43.81,44.969,45.953,55.194,55.194
err_array_fill_type,345,346,True,8.081,43.071,42.986,44.976,48.972,48.972
err_string_contains_arg,312,313,True,8.181,40.44,41.948,42.033,42.976,42.976
err_ctor_call_mismatch,347,348,True,8.082,41.06,41.881,42.954,45.999,45.999
err_generic_arity,329,330,True,8.072,40.495,41.9,42.023,45.931,45.931
err_interface_not_implemented,57,58,True,8.006,12.26,13.9,13.987,14.959,14.959
err_interface_sig_mismatch,32,33,True,8.08,10.49,11.932,12.066,13.157,13.157
err_no_member,279,280,True,8.086,36.249,37.043,37.998,38.946,38.946
err_unknown_named_arg,298,299,True,8.155,36.723,37.916,38.896,72.933,72.933
err_index_non_array,270,271,True,8.187,31.866,32.996,33.946,34.941,34.941
err_unary_not_non_bool,258,259,True,8.118,30.162,31.029,31.972,32.672,32.672
err_while_not_bool,280,281,True,8.114,32.84,34.026,34.918,38.159,38.159
err_arraylist_add_type,293,294,True,8.057,38.738,39.933,40.918,41.894,41.894
err_hashmap_key_type,297,298,True,8.146,39.161,39.963,40.969,42.205,42.205
err_bound_var_mismatch,273,274,True,8.05,33.92,34.954,35.945,38.0,38.0
err_rel_unordered,270,271,True,8.133,33.452,34.876,35.072,39.147,39.147
err_interface_as_value,240,241,True,8.153,31.292,32.957,32.993,34.932,34.932
err_arith_non_numeric,347,348,True,8.136,42.211,43.003,43.952,73.973,73.973
err_lambda_arg_arity_explicit,340,341,True,8.073,39.399,40.904,40.997,48.0,48.0
err_lambda_return_type_explicit,314,315,True,8.097,37.301,38.019,38.967,39.985,39.985
err_lambda_zero_body_explicit,258,259,True,8.024,32.276,33.932,34.003,34.921,34.921
err_lambda_hof_explicit,380,381,True,8.158,48.759,49.957,50.91,52.06,52.06
err_lambda_interface_callback_explicit,341,342,True,8.099,49.756,51.003,51.914,52.286,52.286
err_lambda_in_class_static_explicit,264,265,True,8.194,36.076,37.012,38.0,39.997,39.997
err_lambda_param_narrow_explicit,306,307,True,8.157,37.171,38.906,38.968,39.96,39.96
err_lambda_infer_ambiguous_1,307,308,True,8.158,36.255,37.895,37.983,38.946,38.946
err_lambda_infer_ambiguous_2,353,354,True,8.164,42.398,43.922,44.095,47.95,47.95
err_lambda_infer_wrong_return_1,255,256,True,8.125,32.05,33.706,33.972,34.124,34.124
err_lambda_infer_wrong_return_2,348,349,True,8.105,41.514,41.926,43.079,45.02,45.02
err_lambda_infer_collection_1,289,290,True,8.131,38.515,39.858,40.01,41.05,41.05
err_lambda_infer_collection_2,308,309,True,8.123,39.892,40.998,41.934,43.903,43.903
err_lambda_infer_class_helper,278,279,True,8.015,36.847,38.073,38.927,38.992,38.992
err_lambda_infer_interface_helper,304,305,True,8.052,44.711,45.897,46.738,49.805,49.805
