name,first_error_token_index,tokens_to_error,passed,first_response_median_ms,detection_median_ms,process_total_min_ms,process_total_median_ms,process_total_p95_ms,process_total_max_ms
err_undefined,374,375,True,8.081,44.697,45.911,46.904,47.899,47.899
err_assign_let,425,426,True,8.144,53.402,53.9,55.092,69.977,69.977
err_arity,374,375,True,7.954,43.624,44.915,45.895,48.039,48.039
err_if_not_bool,306,307,True,8.036,36.677,37.957,38.898,41.993,41.993
err_break,356,357,True,8.055,43.413,44.924,44.987,48.97,48.97
err_type_mismatch,346,347,True,8.113,42.513,43.921,44.014,45.941,45.941
err_continue_outside_loop,347,348,True,8.146,45.204,45.986,46.946,49.987,49.987
err_return_type_mismatch,18,19,True,8.018,9.316,10.959,10.98,12.872,12.872
err_duplicate_var,54,55,True,8.049,10.851,12.835,12.93,13.974,13.974
err_arraylist_toarray_assign,309,310,True,8.062,39.641,40.935,41.026,46.002,46.002
err_unary_minus_non_numeric,293,294,True,8.049,37.767,38.915,39.964,41.054,41.054
err_eq_incomparable,296,297,True,8.036,34.574,35.894,35.995,39.969,39.969
err_rel_mixed_numeric,281,282,True,8.065,32.168,33.748,33.981,35.928,35.928
err_mod_non_int64,272,273,True,8.016,30.361,31.951,32.056,41.809,41.809
err_range_non_int,285,286,True,8.055,32.667,33.97,34.921,38.952,38.952
err_for_not_iterable,279,280,True,7.999,30.975,32.94,32.959,33.972,33.972
err_for_pattern_map_bad,308,309,True,8.059,36.542,37.922,38.818,39.042,39.042
err_array_index_not_int64,367,368,True,7.985,42.705,43.808,44.887,47.857,47.857
err_array_fill_type,345,346,True,7.965,40.832,42.005,42.952,43.153,43.153
err_string_contains_arg,312,313,True,8.04,39.158,40.883,40.958,41.995,41.995
err_ctor_call_mismatch,347,348,True,8.016,39.784,40.96,41.916,42.99,42.99
err_generic_arity,329,330,True,8.053,39.304,40.88,40.973,42.209,42.209
err_interface_not_implemented,57,58,True,8.075,12.112,13.937,13.974,14.897,14.897
err_interface_sig_mismatch,32,33,True,8.038,10.35,11.954,11.981,13.229,13.229
err_no_member,279,280,True,8.007,34.981,36.012,36.969,39.899,39.899
err_unknown_named_arg,298,299,True,8.062,35.482,36.974,37.045,37.924,37.924
err_index_non_array,270,271,True,8.046,30.892,31.956,32.904,33.975,33.975
err_unary_not_non_bool,258,259,True,8.062,29.39,30.928,30.967,32.891,32.891
err_while_not_bool,280,281,True,8.069,32.113,33.02,33.962,36.947,36.947
err_arraylist_add_type,293,294,True,7.976,37.433,38.934,38.983,39.963,39.963
err_hashmap_key_type,297,298,True,8.11,38.156,38.918,40.017,52.965,52.965
err_bound_var_mismatch,273,274,True,7.988,32.945,33.973,34.977,35.984,35.984
err_rel_unordered,270,271,True,7.974,32.465,33.947,33.991,35.198,35.198
err_interface_as_value,240,241,True,8.042,30.375,31.957,32.008,34.904,34.904
err_arith_non_numeric,347,348,True,8.176,41.043,42.046,42.965,46.986,46.986
err_lambda_arg_arity_explicit,340,341,True,8.056,38.317,39.958,40.015,45.975,45.975
err_lambda_return_type_explicit,314,315,True,8.072,36.33,37.046,37.996,53.976,53.976
err_lambda_zero_body_explicit,258,259,True,8.054,31.713,32.925,33.914,34.145,34.145
err_lambda_hof_explicit,380,381,True,8.038,47.516,48.867,49.02,53.928,53.928
err_lambda_interface_callback_explicit,341,342,True,8.04,48.051,48.97,49.963,55.008,55.008
err_lambda_in_class_static_explicit,264,265,True,8.038,34.883,35.961,36.915,37.04,37.04
err_lambda_param_narrow_explicit,306,307,True,7.993,36.039,37.911,37.931,41.955,41.955
err_lambda_infer_ambiguous_1,307,308,True,8.034,35.202,36.936,36.957,40.043,40.043
err_lambda_infer_ambiguous_2,353,354,True,8.031,40.98,42.037,42.926,48.967,48.967
err_lambda_infer_wrong_return_1,255,256,True,8.029,31.161,32.886,32.981,34.983,34.983
err_lambda_infer_wrong_return_2,348,349,True,7.994,40.191,40.978,41.988,42.964,42.964
err_lambda_infer_collection_1,289,290,True,7.956,37.449,38.828,39.006,40.955,40.955
err_lambda_infer_collection_2,308,309,True,8.074,38.82,40.004,40.944,47.004,47.004
err_lambda_infer_class_helper,278,279,True,8.038,35.959,36.98,37.938,38.914,38.914
err_lambda_infer_interface_helper,304,305,True,8.007,42.855,43.98,44.945,45.98,45.98
