name,first_error_token_index,tokens_to_error,passed,first_response_median_ms,detection_median_ms,process_total_min_ms,process_total_median_ms,process_total_p95_ms,process_total_max_ms
err_undefined,374,375,True,7.852,39.307,40.789,41.151,41.854,41.906
err_assign_let,425,426,True,7.857,45.576,46.877,47.761,48.078,80.937
err_arity,374,375,True,7.847,38.121,39.829,40.05,40.482,41.434
err_if_not_bool,306,307,True,7.825,32.96,34.582,34.942,35.124,41.985
err_break,356,357,True,7.858,37.618,38.817,39.745,40.065,40.069
err_type_mismatch,346,347,True,7.842,37.474,38.95,39.727,40.406,40.841
err_continue_outside_loop,347,348,True,7.877,38.838,39.874,40.921,41.128,42.05
err_return_type_mismatch,18,19,True,7.887,9.131,10.904,11.028,11.435,11.702
err_duplicate_var,54,55,True,7.828,10.624,11.887,12.8,12.915,12.935
err_arraylist_toarray_assign,309,310,True,7.829,35.062,36.835,37.02,37.863,38.039
err_unary_minus_non_numeric,293,294,True,7.846,33.186,34.825,35.048,35.93,35.968
err_eq_incomparable,296,297,True,7.841,31.009,32.223,33.046,33.417,33.976
err_rel_mixed_numeric,281,282,True,7.848,29.29,30.894,31.115,32.081,32.479
err_mod_non_int64,272,273,True,7.836,27.629,29.17,29.82,29.969,30.045
err_range_non_int,285,286,True,7.84,29.242,30.933,31.104,31.886,31.97
err_for_not_iterable,279,280,True,7.835,28.189,29.698,30.06,30.95,30.981
err_for_pattern_map_bad,308,309,True,7.839,32.367,33.519,34.194,34.885,34.892
err_array_index_not_int64,367,368,True,7.83,37.705,38.877,39.839,40.015,40.297
err_array_fill_type,345,346,True,7.851,35.958,37.526,38.009,38.543,38.581
err_string_contains_arg,312,313,True,7.873,34.826,36.052,36.918,37.892,38.824
err_ctor_call_mismatch,347,348,True,7.847,35.278,36.877,37.113,37.863,71.701
err_generic_arity,329,330,True,7.872,34.293,35.881,36.029,36.887,36.985
err_interface_not_implemented,57,58,True,7.84,11.521,13.024,13.8,13.953,13.981
err_interface_sig_mismatch,32,33,True,7.836,10.129,11.833,11.992,12.157,12.406
err_no_member,279,280,True,7.837,31.113,32.659,33.054,33.993,34.023
err_unknown_named_arg,298,299,True,7.815,31.539,32.982,33.167,33.927,33.943
err_index_non_array,270,271,True,7.875,28.121,29.847,30.032,30.867,31.778
err_unary_not_non_bool,258,259,True,7.843,26.544,28.0,28.831,30.121,63.46
err_while_not_bool,280,281,True,7.821,28.952,30.698,30.967,31.551,31.954
err_arraylist_add_type,293,294,True,7.833,33.083,34.759,35.049,35.857,36.314
err_hashmap_key_type,297,298,True,7.864,33.078,34.547,34.978,35.752,35.969
err_bound_var_mismatch,273,274,True,7.801,29.533,30.989,31.785,31.973,32.653
err_rel_unordered,270,271,True,7.849,28.844,30.827,30.932,31.546,31.592
err_interface_as_value,240,241,True,7.835,27.245,28.944,29.143,30.0,30.067
err_arith_non_numeric,347,348,True,7.854,35.552,37.0,37.757,38.631,38.899
err_lambda_arg_arity_explicit,340,341,True,7.825,33.195,34.867,35.055,35.884,36.123
err_lambda_return_type_explicit,314,315,True,7.793,31.252,32.756,33.024,33.983,34.039
err_lambda_zero_body_explicit,258,259,True,7.85,27.697,28.983,29.846,30.03,30.075
err_lambda_hof_explicit,380,381,True,7.796,40.79,41.882,42.874,43.219,43.234
err_lambda_interface_callback_explicit,341,342,True,7.837,42.023,43.036,44.003,44.968,45.068
err_lambda_in_class_static_explicit,264,265,True,7.841,30.601,31.918,32.265,34.138,34.855
err_lambda_param_narrow_explicit,306,307,True,7.84,31.411,32.839,33.231,33.849,35.025
err_lambda_infer_ambiguous_1,307,308,True,7.859,30.704,31.988,32.884,33.277,33.555
err_lambda_infer_ambiguous_2,353,354,True,7.837,35.405,36.949,37.147,37.995,38.041
err_lambda_infer_wrong_return_1,255,256,True,7.848,27.173,28.394,29.091,29.817,29.902
err_lambda_infer_wrong_return_2,348,349,True,7.837,34.16,35.781,36.075,36.8,36.976
err_lambda_infer_collection_1,289,290,True,7.867,32.699,34.155,34.891,35.34,36.953
err_lambda_infer_collection_2,308,309,True,7.823,34.051,35.821,36.028,36.263,36.919
err_lambda_infer_class_helper,278,279,True,7.881,30.952,32.779,32.989,33.092,33.15
err_lambda_infer_interface_helper,304,305,True,7.829,37.285,38.885,39.033,39.772,40.526
