name,first_error_token_index,tokens_to_error,passed,first_response_median_ms,detection_median_ms,process_total_min_ms,process_total_median_ms,process_total_p95_ms,process_total_max_ms
err_undefined,374,375,True,8.388,38.274,39.822,40.13,41.195,41.195
err_assign_let,425,426,True,8.257,44.124,45.079,45.959,55.997,55.997
err_arity,374,375,True,8.384,36.997,38.785,38.889,39.196,39.196
err_if_not_bool,306,307,True,8.421,32.17,33.723,33.925,34.992,34.992
err_break,356,357,True,8.393,36.497,37.875,38.962,39.086,39.086
err_type_mismatch,346,347,True,8.372,36.454,37.92,38.934,40.944,40.944
err_continue_outside_loop,347,348,True,8.355,37.733,38.967,40.087,40.215,40.215
err_return_type_mismatch,18,19,True,8.32,9.497,10.832,11.929,12.129,12.129
err_duplicate_var,54,55,True,8.368,10.936,12.734,12.862,13.143,13.143
err_arraylist_toarray_assign,309,310,True,8.435,34.43,35.832,36.891,37.002,37.002
err_unary_minus_non_numeric,293,294,True,8.389,32.446,33.94,34.695,35.944,35.944
err_eq_incomparable,296,297,True,8.369,30.486,31.859,31.964,33.123,33.123
err_rel_mixed_numeric,281,282,True,8.421,28.714,30.71,31.078,32.024,32.024
err_mod_non_int64,272,273,True,8.425,27.214,28.776,28.913,30.013,30.013
err_range_non_int,285,286,True,8.394,28.642,29.959,31.02,32.39,32.39
err_for_not_iterable,279,280,True,8.376,27.683,28.918,29.947,37.883,37.883
err_for_pattern_map_bad,308,309,True,8.37,31.675,32.938,34.041,34.203,34.203
err_array_index_not_int64,367,368,True,8.46,36.827,38.063,38.931,72.811,72.811
err_array_fill_type,345,346,True,8.389,35.0,36.815,37.187,38.049,38.049
err_string_contains_arg,312,313,True,8.361,33.847,35.777,35.996,37.185,37.185
err_ctor_call_mismatch,347,348,True,8.35,34.386,35.771,35.969,37.216,37.216
err_generic_arity,329,330,True,8.449,33.444,34.849,34.933,36.094,36.094
err_interface_not_implemented,57,58,True,8.456,11.953,13.763,13.995,14.143,14.143
err_interface_sig_mismatch,32,33,True,8.391,10.482,11.924,12.795,13.121,13.121
err_no_member,279,280,True,8.367,30.21,31.771,32.029,32.983,32.983
err_unknown_named_arg,298,299,True,8.375,30.9,32.86,32.995,33.157,33.157
err_index_non_array,270,271,True,8.446,27.61,29.796,29.949,30.132,30.132
err_unary_not_non_bool,258,259,True,8.396,26.097,27.714,27.875,28.053,28.053
err_while_not_bool,280,281,True,8.435,28.621,29.995,31.048,31.18,31.18
err_arraylist_add_type,293,294,True,8.394,32.392,33.76,33.926,35.126,35.126
err_hashmap_key_type,297,298,True,8.343,32.497,34.012,34.904,35.204,35.204
err_bound_var_mismatch,273,274,True,8.396,28.991,30.76,30.94,31.11,31.11
err_rel_unordered,270,271,True,8.398,28.462,29.729,30.744,31.185,31.185
err_interface_as_value,240,241,True,8.516,26.957,28.876,28.952,31.162,31.162
err_arith_non_numeric,347,348,True,8.43,34.745,36.772,37.047,37.955,37.955
err_lambda_arg_arity_explicit,340,341,True,8.4,32.623,33.917,34.843,35.06,35.06
err_lambda_return_type_explicit,314,315,True,8.37,30.813,31.892,32.942,66.847,66.847
err_lambda_zero_body_explicit,258,259,True,8.403,27.338,28.787,29.014,63.123,63.123
err_lambda_hof_explicit,380,381,True,8.376,39.838,41.877,42.115,43.008,43.008
err_lambda_interface_callback_explicit,341,342,True,8.391,40.607,41.994,42.956,43.83,43.83
err_lambda_in_class_static_explicit,264,265,True,8.44,29.961,31.561,31.981,32.773,32.773
err_lambda_param_narrow_explicit,306,307,True,8.407,30.864,32.768,32.916,33.175,33.175
err_lambda_infer_ambiguous_1,307,308,True,8.341,30.062,31.791,31.943,33.004,33.004
err_lambda_infer_ambiguous_2,353,354,True,8.452,34.372,35.841,35.943,37.017,37.017
err_lambda_infer_wrong_return_1,255,256,True,8.411,26.824,28.704,28.952,29.804,29.804
err_lambda_infer_wrong_return_2,348,349,True,8.417,33.329,34.725,34.921,35.0,35.0
err_lambda_infer_collection_1,289,290,True,8.358,31.898,33.722,33.963,34.137,34.137
err_lambda_infer_collection_2,308,309,True,8.435,33.097,34.752,34.955,36.223,36.223
err_lambda_infer_class_helper,278,279,True,8.395,30.259,31.907,32.052,33.106,33.106
err_lambda_infer_interface_helper,304,305,True,8.371,36.31,37.698,37.887,39.023,39.023
