name,first_error_token_index,tokens_to_error,passed,first_response_median_ms,detection_median_ms,process_total_min_ms,process_total_median_ms,process_total_p95_ms,process_total_max_ms
err_undefined,374,375,True,8.565,39.727,40.978,42.043,42.7,43.139
err_assign_let,425,426,True,8.492,45.713,47.271,48.401,49.062,49.116
err_arity,374,375,True,8.484,38.45,39.823,40.837,42.102,43.25
err_if_not_bool,306,307,True,8.515,33.47,34.99,36.041,36.347,36.373
err_break,356,357,True,8.479,38.02,39.638,40.31,41.419,41.502
err_type_mismatch,346,347,True,8.544,37.856,39.693,40.074,41.155,41.164
err_continue_outside_loop,347,348,True,8.512,39.051,40.52,41.257,42.256,43.034
err_return_type_mismatch,18,19,True,8.488,9.697,11.428,11.783,12.287,13.061
err_duplicate_var,54,55,True,8.486,11.123,12.744,13.296,14.179,14.295
err_arraylist_toarray_assign,309,310,True,8.49,35.635,36.77,37.94,38.257,38.733
err_unary_minus_non_numeric,293,294,True,8.516,33.802,35.579,36.064,37.09,37.195
err_eq_incomparable,296,297,True,8.488,31.449,32.669,33.799,34.328,34.464
err_rel_mixed_numeric,281,282,True,8.533,29.646,31.159,32.06,32.481,32.489
err_mod_non_int64,272,273,True,8.557,28.171,29.772,30.414,31.324,31.369
err_range_non_int,285,286,True,8.504,29.775,31.62,32.06,32.587,33.118
err_for_not_iterable,279,280,True,8.487,28.559,29.917,31.069,31.608,32.399
err_for_pattern_map_bad,308,309,True,8.48,32.854,34.687,35.124,36.07,40.377
err_array_index_not_int64,367,368,True,8.495,38.116,39.559,40.863,41.279,41.535
err_array_fill_type,345,346,True,8.473,36.239,37.755,39.125,39.414,39.457
err_string_contains_arg,312,313,True,8.532,35.28,36.755,37.774,38.32,39.247
err_ctor_call_mismatch,347,348,True,8.526,35.48,36.948,37.946,38.541,39.028
err_generic_arity,329,330,True,8.513,34.718,36.085,36.846,37.728,37.95
err_interface_not_implemented,57,58,True,8.524,12.055,13.74,14.337,15.205,16.341
err_interface_sig_mismatch,32,33,True,8.499,10.659,12.21,12.918,13.184,13.418
err_no_member,279,280,True,8.497,31.522,32.96,33.818,34.208,34.319
err_unknown_named_arg,298,299,True,8.516,32.012,33.541,34.018,35.066,35.232
err_index_non_array,270,271,True,8.584,28.528,29.872,30.723,31.227,31.505
err_unary_not_non_bool,258,259,True,8.496,26.972,28.5,29.293,30.03,30.073
err_while_not_bool,280,281,True,8.477,29.452,30.981,31.922,32.391,32.394
err_arraylist_add_type,293,294,True,8.512,33.656,35.105,36.029,36.56,36.97
err_hashmap_key_type,297,298,True,8.559,33.718,35.433,35.909,37.154,73.083
err_bound_var_mismatch,273,274,True,8.511,30.029,31.626,32.114,33.066,33.144
err_rel_unordered,270,271,True,8.493,29.372,30.793,31.849,32.51,33.021
err_interface_as_value,240,241,True,8.541,27.834,29.485,30.09,31.265,64.828
err_arith_non_numeric,347,348,True,8.512,36.016,37.448,38.502,39.331,42.202
err_lambda_arg_arity_explicit,340,341,True,8.541,33.677,34.942,36.221,37.106,37.179
err_lambda_return_type_explicit,314,315,True,8.463,31.618,32.921,33.862,34.61,35.398
err_lambda_zero_body_explicit,258,259,True,8.514,28.024,29.582,30.121,30.942,31.169
err_lambda_hof_explicit,380,381,True,8.482,41.265,42.446,43.931,44.132,44.148
err_lambda_interface_callback_explicit,341,342,True,8.522,42.48,43.794,44.868,45.605,46.394
err_lambda_in_class_static_explicit,264,265,True,8.498,30.852,32.511,32.944,33.941,34.116
err_lambda_param_narrow_explicit,306,307,True,8.539,31.865,33.464,34.015,35.066,35.399
err_lambda_infer_ambiguous_1,307,308,True,8.525,31.247,32.678,33.803,34.33,34.405
err_lambda_infer_ambiguous_2,353,354,True,8.483,35.863,37.456,37.946,39.283,39.497
err_lambda_infer_wrong_return_1,255,256,True,8.507,27.59,29.345,29.951,30.467,30.486
err_lambda_infer_wrong_return_2,348,349,True,8.52,34.574,35.851,36.974,38.595,38.708
err_lambda_infer_collection_1,289,290,True,8.525,33.282,34.28,35.559,36.167,36.222
err_lambda_infer_collection_2,308,309,True,8.546,34.45,36.265,37.07,37.489,39.52
err_lambda_infer_class_helper,278,279,True,8.51,31.56,32.546,33.977,34.704,35.273
err_lambda_infer_interface_helper,304,305,True,8.459,37.912,39.465,40.127,41.403,41.874
