name,first_error_token_index,tokens_to_error,passed,first_response_median_ms,detection_median_ms,process_total_min_ms,process_total_median_ms,process_total_p95_ms,process_total_max_ms
err_undefined,374,375,True,7.321,38.374,31.289,40.223,41.323,41.327
err_assign_let,425,426,True,7.319,44.057,45.768,46.031,46.859,46.865
err_arity,374,375,True,7.287,37.026,38.808,38.952,39.419,39.777
err_if_not_bool,306,307,True,7.305,31.905,33.021,33.962,34.483,34.832
err_break,356,357,True,7.305,36.488,37.653,38.136,39.013,39.057
err_type_mismatch,346,347,True,7.3,36.525,37.855,38.804,39.46,39.634
err_continue_outside_loop,347,348,True,7.3,37.623,38.986,39.783,40.332,40.896
err_return_type_mismatch,18,19,True,7.3,8.567,9.95,10.841,10.947,11.378
err_duplicate_var,54,55,True,7.305,10.086,11.755,11.951,12.46,12.508
err_arraylist_toarray_assign,309,310,True,7.301,34.155,35.843,36.057,36.382,36.724
err_unary_minus_non_numeric,293,294,True,7.308,32.311,33.997,34.119,34.844,34.868
err_eq_incomparable,296,297,True,7.307,30.178,31.874,32.055,32.108,32.829
err_rel_mixed_numeric,281,282,True,7.309,28.422,29.717,30.168,31.372,31.451
err_mod_non_int64,272,273,True,7.299,26.822,28.573,28.957,29.372,29.662
err_range_non_int,285,286,True,7.3,28.468,30.015,30.228,31.405,31.504
err_for_not_iterable,279,280,True,7.291,27.412,28.909,29.191,30.015,30.341
err_for_pattern_map_bad,308,309,True,7.326,31.562,32.842,33.755,34.609,69.887
err_array_index_not_int64,367,368,True,7.309,36.674,38.215,38.94,39.316,39.387
err_array_fill_type,345,346,True,7.302,34.963,36.724,36.947,37.765,37.853
err_string_contains_arg,312,313,True,7.318,33.87,34.942,35.93,36.149,36.419
err_ctor_call_mismatch,347,348,True,7.331,34.335,35.819,36.089,36.94,70.838
err_generic_arity,329,330,True,7.321,33.302,34.853,35.092,35.937,35.994
err_interface_not_implemented,57,58,True,7.305,11.488,13.004,13.73,14.376,49.789
err_interface_sig_mismatch,32,33,True,7.306,9.988,11.897,11.993,12.286,12.398
err_no_member,279,280,True,7.3,30.053,31.735,32.042,32.228,32.406
err_unknown_named_arg,298,299,True,7.299,30.655,32.01,32.925,33.52,34.283
err_index_non_array,270,271,True,7.301,27.175,28.895,29.001,29.788,30.374
err_unary_not_non_bool,258,259,True,7.278,25.747,27.539,27.858,28.558,63.815
err_while_not_bool,280,281,True,7.297,28.291,29.929,30.051,30.741,30.929
err_arraylist_add_type,293,294,True,7.29,32.067,33.835,33.981,34.725,35.001
err_hashmap_key_type,297,298,True,7.308,32.131,33.79,33.984,34.27,34.479
err_bound_var_mismatch,273,274,True,7.302,28.725,30.009,30.889,31.017,31.376
err_rel_unordered,270,271,True,7.299,28.093,29.633,29.99,30.408,31.168
err_interface_as_value,240,241,True,7.313,27.217,28.815,29.048,29.897,30.541
err_arith_non_numeric,347,348,True,7.319,34.743,35.994,36.848,37.264,74.022
err_lambda_arg_arity_explicit,340,341,True,7.292,32.245,33.938,34.07,34.865,35.897
err_lambda_return_type_explicit,314,315,True,7.281,30.254,31.9,32.066,32.829,33.022
err_lambda_zero_body_explicit,258,259,True,7.324,26.848,28.074,28.888,29.215,29.32
err_lambda_hof_explicit,380,381,True,7.289,39.809,40.905,41.886,42.154,42.997
err_lambda_interface_callback_explicit,341,342,True,7.32,41.883,43.638,43.919,44.176,44.18
err_lambda_in_class_static_explicit,264,265,True,7.744,30.409,31.997,32.601,33.193,33.25
err_lambda_param_narrow_explicit,306,307,True,7.321,30.404,31.811,32.252,33.671,68.847
err_lambda_infer_ambiguous_1,307,308,True,7.3,29.857,31.008,31.871,32.005,32.019
err_lambda_infer_ambiguous_2,353,354,True,7.345,34.552,36.01,36.731,36.978,37.012
err_lambda_infer_wrong_return_1,255,256,True,7.307,26.441,27.863,28.334,28.934,29.081
err_lambda_infer_wrong_return_2,348,349,True,7.319,33.059,33.864,35.006,35.698,35.79
err_lambda_infer_collection_1,289,290,True,7.338,31.736,32.871,33.875,34.1,35.418
err_lambda_infer_collection_2,308,309,True,7.318,33.105,34.843,35.014,35.352,35.889
err_lambda_infer_class_helper,278,279,True,7.753,30.987,32.807,32.967,33.209,33.445
err_lambda_infer_interface_helper,304,305,True,7.305,37.209,38.896,39.08,39.798,40.345
